"AP Number","Sex","Education Level","Award Type 01","Award Type 02","Award Type 03","Award Type 04","Award Type 05","Award Type 06","Award Type 07","Award Type 08","AI Street Address 1","AI Street Address 2","AI Street Address 3","AI State","AI Zip Code","Race","AI Code","AI Institution Name","RACE_ETH_","DISTRICT NAME","Exam Code 01","Exam Grade 01","Admin Year 01","Award Year 01","Exam Code 02","Exam Grade 02","Admin Year 02","Award Year 02","Exam Code 03","Exam Grade 03","Admin Year 03","Award Year 03","Exam Code 04","Exam Grade 04","Admin Year 04","Award Year 04","Exam Code 05","Exam Grade 05","Admin Year 05","Award Year 05","Exam Code 06","Exam Grade 06","Admin Year 06","Award Year 06","Exam Code 07","Exam Grade 07","Admin Year 07","Award Year 07","Exam Code 08","Exam Grade 08","Admin Year 08","Award Year 08"
"2320","F","6","None",NA,NA,NA,NA,NA,NA,NA,"7510 Hall Road",NA,"Fairburn","GA",30213,"WHITE","13","Langston Hughes High School","WHITE","AIUR","76",1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2575 Harris Street",NA,"East Point","GA",30344,"NON_HISP_LAT","21","Tri-Cities High School","NON_HISP_LAT","AIUR","36",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4078","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"MEXICAN","08","Frank McClarin High School","MEXICAN","AIUR","40",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4977","F","6","None",NA,NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"MEXICAN","03","Roswell High School","MEXICAN","AIUR","36",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2451","M","6","None",NA,NA,NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"WHITE","04","Northview High School","WHITE","AIUR","83",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3804","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"NON_HISP_LAT","19","Milton High School","NON_HISP_LAT","AIUR","93",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2594","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"WHITE","02","Creekside High School","WHITE","AIUR","85",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0460","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","87",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0075","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"WHITE","02","Creekside High School","WHITE","AIUR","76",1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"WHITE","02","Creekside High School","WHITE","AIUR","34",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0067","M","6","None",NA,NA,NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","68",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3445","M","6","None",NA,NA,NA,NA,NA,NA,NA,"4100 Old Milton Parkway","Suite 100","Alpharetta","GA",30005,"HISP_LAT","10","Fulton Science Charter High Sc","HISP_LAT","AIUR","07",1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4279","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"AFRICANAMERICAN","14","Hapeville Career Academy","AFRICANAMERICAN","AIUR","83",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2498","M","6","None","None","None","None",NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"CUBAN","08","Frank McClarin High School","CUBAN","AIUR","40",2,14,14,"83",2,14,14,"20",4,14,14,"75",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554","M","6","None","None",NA,NA,NA,NA,NA,NA,"4100 Old Milton Parkway","Suite 100","Alpharetta","GA",30005,"NON_HISP_LAT","10","Fulton Science Charter High Sc","NON_HISP_LAT","AIUR","83",3,14,14,"89",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3749","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"MULTIETHNIC","09","Chattahoochee High School","MULTIETHNIC","AIUR","66",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3656","M","6","None",NA,NA,NA,NA,NA,NA,NA,"12805 Birmingham Highway",NA,"Alpharetta","GA",30004,"MEXICAN","11","Northwestern Middle School","MEXICAN","AIUR","93",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2400 Union Road Southwest",NA,"Atlanta","GA",30331,"WHITE","01","Westlake High School","WHITE","AIUR","36",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4658","M","6","None",NA,NA,NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"AFRICANAMERICAN","04","Northview High School","AFRICANAMERICAN","AIUR","93",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4204","F","6","None",NA,NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"WHITE","02","Creekside High School","WHITE","AIUR","07",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3843","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7510 Hall Road",NA,"Fairburn","GA",30213,"WHITE","13","Langston Hughes High School","WHITE","AIUR","20",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912","F","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"WHITE","18","Centennial High School","WHITE","AIUR","87",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0348","F","6","None",NA,NA,NA,NA,NA,NA,NA,"7510 Hall Road",NA,"Fairburn","GA",30213,"WHITE","13","Langston Hughes High School","WHITE","AIUR","64",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3973","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"WHITE","19","Milton High School","WHITE","AIUR","66",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0564","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","90",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2345","M","6","None","None",NA,NA,NA,NA,NA,NA,"2575 Harris Street",NA,"East Point","GA",30344,"WHITE","21","Tri-Cities High School","WHITE","AIUR","66",5,14,14,"90",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","57",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"NON_HISP_LAT","09","Chattahoochee High School","NON_HISP_LAT","AIUR","07",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4336","F","6","None","None",NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"ASIAN","14","Hapeville Career Academy","ASIAN","AIUR","66",4,14,14,"36",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0858","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5900 Raider Drive",NA,"Sandy Springs","GA",30328,"WHITE","17","Riverwood International Charte","WHITE","AIUR","83",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3769","M","6","02","02","02","02",NA,NA,NA,NA,"4100 Old Milton Parkway","Suite 100","Alpharetta","GA",30005,"INDIAN_ALASKAN","10","Fulton Science Charter High Sc","INDIAN_ALASKAN","AIUR","25",4,14,14,"93",4,14,14,"57",5,14,14,"66",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","F","6","None",NA,NA,NA,NA,NA,NA,NA,"2575 Harris Street",NA,"East Point","GA",30344,"WHITE","21","Tri-Cities High School","WHITE","AIUR","07",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4656","M","6","None",NA,NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"WHITE","03","Roswell High School","WHITE","AIUR","87",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2653","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","37",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4125","M","6","None","None",NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"HISP_LAT","14","Hapeville Career Academy","HISP_LAT","AIUR","90",3,14,14,"80",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7510 Hall Road",NA,"Fairburn","GA",30213,"WHITE","13","Langston Hughes High School","WHITE","AIUR","66",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4542","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5900 Raider Drive",NA,"Sandy Springs","GA",30328,"HISP_LAT","17","Riverwood International Charte","HISP_LAT","AIUR","84",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611","F","6","None",NA,NA,NA,NA,NA,NA,NA,"3595 Webb Bridge Road",NA,"Alpharetta","GA",30005,"WHITE","07","Alpharetta High School","WHITE","AIUR","90",1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4868","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7405 Herndon Road",NA,"Fairburn","GA",30213,"WHITE","02","Creekside High School","WHITE","AIUR","68",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2096","M","6","None",NA,NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"WHITE","03","Roswell High School","WHITE","AIUR","20",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4798","M","6","None",NA,NA,NA,NA,NA,NA,NA,"86 School Drive",NA,"Alpharetta","GA",30009,"MULTIETHNIC","05","Independence High School","MULTIETHNIC","AIUR","36",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0424","M","6","None",NA,NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"WHITE","03","Roswell High School","WHITE","AIUR","34",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","M","6","None","None",NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"ASIAN","09","Chattahoochee High School","ASIAN","AIUR","57",2,14,14,"89",1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","F","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"AFRICANAMERICAN","09","Chattahoochee High School","AFRICANAMERICAN","AIUR","07",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4352","M","6","None","None",NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"WHITE","03","Roswell High School","WHITE","AIUR","43",5,14,14,"34",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2238","F","6","None","None",NA,NA,NA,NA,NA,NA,"3605 Main Street",NA,"College Park","GA",30337,"WHITE","08","Frank McClarin High School","WHITE","AIUR","37",4,14,14,"43",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"WHITE","19","Milton High School","WHITE","AIUR","83",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","M","6","None","None",NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"HISP_LAT","19","Milton High School","HISP_LAT","AIUR","80",5,14,14,"90",5,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"ASIAN","14","Hapeville Career Academy","ASIAN","AIUR","57",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3885","M","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"ASIAN","18","Centennial High School","ASIAN","AIUR","20",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4853","M","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"ASIAN","18","Centennial High School","ASIAN","AIUR","90",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3681","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"WHITE","09","Chattahoochee High School","WHITE","AIUR","87",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2416","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"MULTIETHNIC","16","North Springs Charter High Sch","MULTIETHNIC","AIUR","84",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0668","F","6","None",NA,NA,NA,NA,NA,NA,NA,"2575 Harris Street",NA,"East Point","GA",30344,"PUERTORICAN","21","Tri-Cities High School","PUERTORICAN","AIUR","57",1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3550","M","6","01","01","01",NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"WHITE","15","Banneker High School","WHITE","AIUR","90",3,14,14,"07",4,14,14,"64",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3877","F","6","None","None","None",NA,NA,NA,NA,NA,"2400 Union Road Southwest",NA,"Atlanta","GA",30331,"WHITE","01","Westlake High School","WHITE","AIUR","36",4,14,14,"83",2,14,14,"13",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3263","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"WHITE","09","Chattahoochee High School","WHITE","AIUR","66",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3905","F","6","None",NA,NA,NA,NA,NA,NA,NA,"11595 King Road",NA,"Roswell","GA",30075,"WHITE","03","Roswell High School","WHITE","AIUR","87",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1249","F","6","None",NA,NA,NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"WHITE","04","Northview High School","WHITE","AIUR","16",1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3126","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","90",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","M","6","None",NA,NA,NA,NA,NA,NA,NA,"2845 Bethany Bend",NA,"Milton","GA",30004,"WHITE","06","Cambridge High School","WHITE","AIUR","07",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2698","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"WHITE","16","North Springs Charter High Sch","WHITE","AIUR","53",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3375","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7447 Roswell Road Northeast",NA,"Sandy Springs","GA",30328,"WHITE","16","North Springs Charter High Sch","WHITE","AIUR","84",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4189","M","6","None",NA,NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"AFRICANAMERICAN","14","Hapeville Career Academy","AFRICANAMERICAN","AIUR","90",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4812","M","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"WHITE","18","Centennial High School","WHITE","AIUR","57",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0784","M","6","None","None","None",NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"AFRICANAMERICAN","15","Banneker High School","AFRICANAMERICAN","AIUR","87",1,14,14,"75",2,14,14,"57",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593","M","6","None","None",NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"AFRICANAMERICAN","14","Hapeville Career Academy","AFRICANAMERICAN","AIUR","90",2,14,14,"16",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959","M","6","None",NA,NA,NA,NA,NA,NA,NA,"9310 Scott Road",NA,"Roswell","GA",30076,"WHITE","18","Centennial High School","WHITE","AIUR","76",4,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","F","6","None","None",NA,NA,NA,NA,NA,NA,"5900 Raider Drive",NA,"Sandy Springs","GA",30328,"WHITE","17","Riverwood International Charte","WHITE","AIUR","07",2,14,14,"89",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3815","F","6","None","None",NA,NA,NA,NA,NA,NA,"6045 Buffington Road",NA,"Atlanta","GA",30349,"WHITE","14","Hapeville Career Academy","WHITE","AIUR","25",2,14,14,"34",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0300","M","6","None",NA,NA,NA,NA,NA,NA,NA,"5230 Taylor Road",NA,"Alpharetta","GA",30022,"NON_HISP_LAT","09","Chattahoochee High School","NON_HISP_LAT","AIUR","57",2,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3133","F","6","None","None",NA,NA,NA,NA,NA,NA,"6015 Feldwood Road",NA,"College Park","GA",30349,"AFRICANAMERICAN","15","Banneker High School","AFRICANAMERICAN","AIUR","57",4,14,14,"07",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0840","F","6","None",NA,NA,NA,NA,NA,NA,NA,"2575 Harris Street",NA,"East Point","GA",30344,"WHITE","21","Tri-Cities High School","WHITE","AIUR","60",1,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161","M","6","None",NA,NA,NA,NA,NA,NA,NA,"13025 Birmingham Highway",NA,"Milton","GA",30004,"WHITE","19","Milton High School","WHITE","AIUR","93",5,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0508","M","6","None",NA,NA,NA,NA,NA,NA,NA,"10625 Parsons Road",NA,"Duluth","GA",30097,"WHITE","04","Northview High School","WHITE","AIUR","93",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","M","6","None",NA,NA,NA,NA,NA,NA,NA,"7510 Hall Road",NA,"Fairburn","GA",30213,"WHITE","13","Langston Hughes High School","WHITE","AIUR","43",3,14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
